"Provplats ID (VISS)","Provplats ID (Stationsregistret)","Mätvariabel","Trend","p-värde","Period"
"SE621495-134055",,"pH","neutral",0.2907,"12"
"SE626827-132577",,"Brunhet","neutral",0.963,"12"
"SE626827-132577",,"Alkalinitet","neutral",0.3788,"12"
"SE626827-132577",,"Konduktivitet","neutral",0.43,"12"
"SE626827-132577",,"Oorganiskt kväve","neutral",0.7138,"12"
"SE626827-132577",,"Lättillgänglig fosfor","minskande",0.0054,"12"
"SE626827-132577",,"Sulfat","neutral",0.1461,"12"
"SE626827-132577",,"Kisel","neutral",0.3561,"12"
"SE626827-132577",,"Totalt organiskt kol","neutral",0.533,"12"
"SE626827-132577",,"Totalkväve","neutral",0.2034,"12"
"SE626827-132577",,"Totalfosfor","neutral",0.1818,"12"
"SE626827-132577",,"pH","neutral",0.2083,"12"
"SE626827-132577",,"Temperatur - vår","neutral",0.4485,"12"
"SE658065-162841",,"Brunhet","minskande",0.0063,"12"
"SE658065-162841",,"Alkalinitet","neutral",0.8493,"12"
"SE658065-162841",,"Konduktivitet","ökande",0.0086,"12"
"SE658065-162841",,"Oorganiskt kväve","minskande",0.0161,"12"
"SE658065-162841",,"Lättillgänglig fosfor","minskande",0.0421,"12"
"SE658065-162841",,"Sulfat","ökande",0.0232,"12"
"SE658065-162841",,"Kisel","neutral",1,"12"
"SE658065-162841",,"Totalt organiskt kol","minskande",0.0047,"12"
"SE658065-162841",,"Totalkväve","minskande",0.0079,"12"
"SE658065-162841",,"Totalfosfor","neutral",0.2759,"12"
"SE658065-162841",,"pH","ökande",0.0456,"12"
"SE658065-162841",,"Temperatur - vår","neutral",0.3328,"12"
"SE690530-152405",,"Brunhet","neutral",0.5223,"12"
"SE690530-152405",,"Alkalinitet","neutral",0.2259,"12"
"SE690530-152405",,"Konduktivitet","neutral",0.1439,"12"
"SE690530-152405",,"Oorganiskt kväve","minskande",0.0197,"12"
"SE690530-152405",,"Lättillgänglig fosfor","minskande",4e-4,"12"
"SE690530-152405",,"Sulfat","neutral",0.8811,"12"
"SE690530-152405",,"Kisel","neutral",0.0697,"12"
"SE690530-152405",,"Totalt organiskt kol","neutral",0.2259,"12"
"SE690530-152405",,"Totalkväve","minskande",0.0231,"12"
"SE690530-152405",,"Totalfosfor","minskande",0.0075,"12"
"SE690530-152405",,"pH","neutral",0.227,"12"
"SE690530-152405",,"Temperatur - vår","neutral",0.7317,"12"
"SE713297-169256",,"Brunhet","neutral",0.1851,"12"
"SE713297-169256",,"Alkalinitet","neutral",0.397,"12"
"SE713297-169256",,"Konduktivitet","neutral",0.4782,"12"
"SE713297-169256",,"Oorganiskt kväve","minskande",0.0481,"12"
"SE713297-169256",,"Lättillgänglig fosfor","neutral",0.1119,"12"
"SE713297-169256",,"Sulfat","neutral",0.8428,"12"
"SE713297-169256",,"Kisel","neutral",0.2719,"12"
"SE713297-169256",,"Totalt organiskt kol","neutral",0.2668,"12"
"SE713297-169256",,"Totalkväve","neutral",0.8347,"12"
"SE713297-169256",,"Totalfosfor","neutral",0.8697,"12"
"SE713297-169256",,"pH","neutral",0.374,"12"
"SE713297-169256",,"Temperatur - vår","neutral",0.5824,"12"
"SE643455-140114",,"Brunhet","neutral",0.0836,"12"
"SE643455-140114",,"Alkalinitet","ökande",0.0075,"12"
"SE643455-140114",,"Konduktivitet","ökande",0.0015,"12"
"SE643455-140114",,"Oorganiskt kväve","neutral",0.889,"12"
"SE643455-140114",,"Lättillgänglig fosfor","minskande",0.0012,"12"
"SE643455-140114",,"Sulfat","neutral",0.0734,"12"
"SE643455-140114",,"Kisel","neutral",0.0793,"12"
"SE643455-140114",,"Totalt organiskt kol","neutral",0.1905,"12"
"SE643455-140114",,"Totalkväve","neutral",0.1419,"12"
"SE643455-140114",,"Totalfosfor","neutral",0.7944,"12"
"SE643455-140114",,"pH","neutral",0.3668,"12"
"SE643455-140114",,"Temperatur - vår","neutral",0.6384,"12"
"SE665649-161397",,"Brunhet","neutral",0.55,"12"
"SE665649-161397",,"Alkalinitet","neutral",0.0958,"12"
"SE665649-161397",,"Konduktivitet","ökande",0.0255,"12"
"SE665649-161397",,"Oorganiskt kväve","neutral",0.0936,"12"
"SE665649-161397",,"Lättillgänglig fosfor","minskande",0.0191,"12"
"SE665649-161397",,"Sulfat","ökande",0.0106,"12"
"SE665649-161397",,"Kisel","neutral",0.4516,"12"
"SE665649-161397",,"Totalt organiskt kol","neutral",0.6188,"12"
"SE665649-161397",,"Totalkväve","ökande",0.0369,"12"
"SE665649-161397",,"Totalfosfor","ökande",0.0195,"12"
"SE665649-161397",,"pH","neutral",0.9512,"12"
"SE665649-161397",,"Temperatur - vår","neutral",0.099,"12"
"SE617027-137477",,"Brunhet","neutral",0.6003,"12"
"SE617027-137477",,"Alkalinitet","neutral",1,"12"
"SE617027-137477",,"Konduktivitet","ökande",0.0389,"12"
"SE617027-137477",,"Oorganiskt kväve","neutral",0.0956,"12"
"SE617027-137477",,"Lättillgänglig fosfor","minskande",0.0053,"12"
"SE617027-137477",,"Sulfat","neutral",0.0851,"12"
"SE617027-137477",,"Kisel","neutral",0.8841,"12"
"SE617027-137477",,"Totalt organiskt kol","neutral",0.4148,"12"
"SE617027-137477",,"Totalkväve","neutral",0.1029,"12"
"SE617027-137477",,"Totalfosfor","neutral",0.0526,"12"
"SE617027-137477",,"pH","neutral",0.8213,"12"
"SE617027-137477",,"Temperatur - vår","neutral",0.5846,"12"
"SE733351-187900",,"Brunhet","neutral",0.8659,"12"
"SE733351-187900",,"Alkalinitet","neutral",0.2711,"12"
"SE733351-187900",,"Konduktivitet","neutral",0.1396,"12"
"SE733351-187900",,"Oorganiskt kväve","neutral",0.1252,"12"
"SE733351-187900",,"Lättillgänglig fosfor","minskande",0.0021,"12"
"SE733351-187900",,"Sulfat","neutral",0.3103,"12"
"SE733351-187900",,"Kisel","neutral",0.0829,"12"
"SE733351-187900",,"Totalt organiskt kol","neutral",0.7122,"12"
"SE733351-187900",,"Totalkväve","minskande",0.0395,"12"
"SE733351-187900",,"Totalfosfor","neutral",0.1616,"12"
"SE733351-187900",,"pH","neutral",0.5913,"12"
"SE659670-142700",,"Brunhet","neutral",0.8532,"12"
"SE659670-142700",,"Alkalinitet","neutral",0.1454,"12"
"SE659670-142700",,"Konduktivitet","neutral",0.0553,"12"
"SE659670-142700",,"Oorganiskt kväve","neutral",0.1958,"12"
"SE659670-142700",,"Lättillgänglig fosfor","minskande",0.0026,"12"
"SE659670-142700",,"Sulfat","neutral",0.8995,"12"
"SE659670-142700",,"Kisel","neutral",0.1671,"12"
"SE659670-142700",,"Totalt organiskt kol","neutral",0.9021,"12"
"SE659670-142700",,"Totalkväve","neutral",0.3312,"12"
"SE659670-142700",,"Totalfosfor","neutral",0.6026,"12"
"SE659670-142700",,"pH","neutral",0.5055,"12"
"SE733222-181059",,"Brunhet","neutral",0.364,"12"
"SE733222-181059",,"Alkalinitet","neutral",0.492,"12"
"SE733222-181059",,"Konduktivitet","neutral",0.0775,"12"
"SE733222-181059",,"Oorganiskt kväve","minskande",0.0099,"12"
"SE733222-181059",,"Lättillgänglig fosfor","minskande",0.0031,"12"
"SE733222-181059",,"Sulfat","neutral",0.1269,"12"
"SE733222-181059",,"Kisel","minskande",0.003,"12"
"SE733222-181059",,"Totalt organiskt kol","neutral",0.4737,"12"
"SE733222-181059",,"Totalkväve","minskande",0.0431,"12"
"SE733222-181059",,"Totalfosfor","minskande",0.0319,"12"
"SE733222-181059",,"pH","neutral",0.4062,"12"
"SE733222-181059",,"Temperatur - vår","neutral",0.6991,"12"
"SE708979-170865",,"Brunhet","neutral",0.6036,"12"
"SE708979-170865",,"Alkalinitet","neutral",0.3608,"12"
"SE708979-170865",,"Konduktivitet","neutral",0.7576,"12"
"SE708979-170865",,"Oorganiskt kväve","minskande",0.0027,"12"
"SE708979-170865",,"Lättillgänglig fosfor","minskande",0.0011,"12"
"SE708979-170865",,"Sulfat","minskande",0.0437,"12"
"SE708979-170865",,"Kisel","neutral",0.5656,"12"
"SE708979-170865",,"Totalt organiskt kol","neutral",0.1447,"12"
"SE708979-170865",,"Totalkväve","minskande",0.0025,"12"
"SE708979-170865",,"Totalfosfor","minskande",0.0049,"12"
"SE708979-170865",,"pH","neutral",0.509,"12"
"SE708979-170865",,"Temperatur - vår","neutral",0.7876,"12"
"SE670757-145007",,"Brunhet","neutral",0.6715,"12"
"SE670757-145007",,"Alkalinitet","neutral",0.7979,"12"
"SE670757-145007",,"Konduktivitet","neutral",0.845,"12"
"SE670757-145007",,"Oorganiskt kväve","neutral",0.1048,"12"
"SE670757-145007",,"Lättillgänglig fosfor","minskande",0.0013,"12"
"SE670757-145007",,"Sulfat","neutral",0.6049,"12"
"SE670757-145007",,"Kisel","neutral",0.0919,"12"
"SE670757-145007",,"Totalt organiskt kol","neutral",0.7567,"12"
"SE670757-145007",,"Totalkväve","neutral",0.1487,"12"
"SE670757-145007",,"Totalfosfor","neutral",0.3752,"12"
"SE670757-145007",,"pH","neutral",0.2536,"12"
"SE670757-145007",,"Temperatur - vår","neutral",0.837,"12"
"SE726075-144043",,"Brunhet","minskande",0.0471,"12"
"SE726075-144043",,"Alkalinitet","minskande",0.0264,"12"
"SE726075-144043",,"Konduktivitet","minskande",0.018,"12"
"SE726075-144043",,"Oorganiskt kväve","minskande",0.0038,"12"
"SE726075-144043",,"Lättillgänglig fosfor","minskande",0.0362,"12"
"SE726075-144043",,"Sulfat","neutral",0.4686,"12"
"SE726075-144043",,"Kisel","neutral",0.1693,"12"
"SE726075-144043",,"Totalt organiskt kol","minskande",0.0011,"12"
"SE726075-144043",,"Totalkväve","minskande",5e-4,"12"
"SE726075-144043",,"Totalfosfor","minskande",0.0019,"12"
"SE726075-144043",,"pH","minskande",0.0022,"12"
"SE726075-144043",,"Temperatur - vår","neutral",0.4898,"12"
"SE617811-139836",,"Brunhet","neutral",0.5268,"12"
"SE617811-139836",,"Alkalinitet","neutral",0.3665,"12"
"SE617811-139836",,"Konduktivitet","neutral",0.5447,"12"
"SE617811-139836",,"Oorganiskt kväve","neutral",0.3578,"12"
"SE617811-139836",,"Lättillgänglig fosfor","minskande",0.039,"12"
"SE617811-139836",,"Sulfat","neutral",0.3256,"12"
"SE617811-139836",,"Kisel","neutral",0.1619,"12"
"SE617811-139836",,"Totalt organiskt kol","neutral",0.322,"12"
"SE617811-139836",,"Totalkväve","ökande",0.0465,"12"
"SE617811-139836",,"Totalfosfor","neutral",0.4923,"12"
"SE617811-139836",,"pH","neutral",0.2157,"12"
"SE617811-139836",,"Temperatur - vår","neutral",0.0593,"12"
"SE737675-158280",,"Brunhet","neutral",0.527,"12"
"SE737675-158280",,"Alkalinitet","neutral",0.314,"12"
"SE737675-158280",,"Konduktivitet","neutral",0.5621,"12"
"SE737675-158280",,"Oorganiskt kväve","neutral",0.5023,"12"
"SE737675-158280",,"Lättillgänglig fosfor","minskande",0.0014,"12"
"SE737675-158280",,"Sulfat","neutral",0.0672,"12"
"SE737675-158280",,"Kisel","neutral",0.0637,"12"
"SE737675-158280",,"Totalt organiskt kol","neutral",0.9072,"12"
"SE737675-158280",,"Totalkväve","neutral",0.1175,"12"
"SE737675-158280",,"Totalfosfor","minskande",0.007,"12"
"SE737675-158280",,"pH","neutral",0.7264,"12"
"SE737675-158280",,"Temperatur - vår","neutral",0.5182,"12"
"SE716805-166700",,"Brunhet","neutral",0.5312,"12"
"SE716805-166700",,"Alkalinitet","neutral",0.4297,"12"
"SE716805-166700",,"Konduktivitet","neutral",0.6477,"12"
"SE716805-166700",,"Oorganiskt kväve","minskande",0.0218,"12"
"SE716805-166700",,"Lättillgänglig fosfor","minskande",0.0023,"12"
"SE716805-166700",,"Sulfat","neutral",0.2287,"12"
"SE716805-166700",,"Kisel","neutral",0.3095,"12"
"SE716805-166700",,"Totalt organiskt kol","neutral",0.1637,"12"
"SE716805-166700",,"Totalkväve","minskande",0.012,"12"
"SE716805-166700",,"Totalfosfor","minskande",0.0255,"12"
"SE716805-166700",,"pH","neutral",0.4318,"12"
"SE716805-166700",,"Temperatur - vår","neutral",0.7834,"12"
"SE635805-154005",,"Brunhet","neutral",0.0815,"12"
"SE635805-154005",,"Alkalinitet","ökande",0.0216,"12"
"SE635805-154005",,"Konduktivitet","ökande",2e-4,"12"
"SE635805-154005",,"Oorganiskt kväve","neutral",0.7445,"12"
"SE635805-154005",,"Lättillgänglig fosfor","minskande",0.0016,"12"
"SE635805-154005",,"Sulfat","ökande",0.0037,"12"
"SE635805-154005",,"Kisel","minskande",0.013,"12"
"SE635805-154005",,"Totalt organiskt kol","neutral",0.5998,"12"
"SE635805-154005",,"Totalkväve","ökande",0.0434,"12"
"SE635805-154005",,"Totalfosfor","neutral",0.6239,"12"
"SE635805-154005",,"pH","neutral",0.227,"12"
"SE635805-154005",,"Temperatur - vår","neutral",0.4095,"12"
"SE635136-128895",,"Brunhet","neutral",0.668,"12"
"SE635136-128895",,"Alkalinitet","neutral",0.8495,"12"
"SE635136-128895",,"Konduktivitet","neutral",0.1685,"12"
"SE635136-128895",,"Oorganiskt kväve","neutral",0.3896,"12"
"SE635136-128895",,"Lättillgänglig fosfor","minskande",0.0411,"12"
"SE635136-128895",,"Sulfat","ökande",0.0344,"12"
"SE635136-128895",,"Kisel","minskande",0.0139,"12"
"SE635136-128895",,"Totalt organiskt kol","neutral",0.6143,"12"
"SE635136-128895",,"Totalkväve","neutral",0.2382,"12"
"SE635136-128895",,"Totalfosfor","neutral",0.1616,"12"
"SE635136-128895",,"pH","neutral",0.3374,"12"
"SE635136-128895",,"Temperatur - vår","neutral",0.8148,"12"
"SE692688-153260",,"Brunhet","neutral",0.0702,"12"
"SE692688-153260",,"Alkalinitet","neutral",0.6577,"12"
"SE692688-153260",,"Konduktivitet","neutral",0.6336,"12"
"SE692688-153260",,"Oorganiskt kväve","neutral",0.0944,"12"
"SE692688-153260",,"Lättillgänglig fosfor","minskande",6e-4,"12"
"SE692688-153260",,"Sulfat","neutral",0.7716,"12"
"SE692688-153260",,"Kisel","neutral",0.1246,"12"
"SE692688-153260",,"Totalt organiskt kol","minskande",0.0352,"12"
"SE692688-153260",,"Totalkväve","minskande",0.0017,"12"
"SE692688-153260",,"Totalfosfor","minskande",0.0305,"12"
"SE692688-153260",,"pH","neutral",0.6164,"12"
"SE692688-153260",,"Temperatur - vår","neutral",1,"12"
"SE651360-153835",,"Brunhet","minskande",0.0312,"12"
"SE651360-153835",,"Alkalinitet","ökande",0.0042,"12"
"SE651360-153835",,"Konduktivitet","neutral",0.0817,"12"
"SE651360-153835",,"Oorganiskt kväve","neutral",0.0915,"12"
"SE651360-153835",,"Lättillgänglig fosfor","minskande",0.0337,"12"
"SE651360-153835",,"Sulfat","ökande",0.0091,"12"
"SE651360-153835",,"Kisel","neutral",0.4204,"12"
"SE651360-153835",,"Totalt organiskt kol","neutral",0.1887,"12"
"SE651360-153835",,"Totalkväve","neutral",0.5453,"12"
"SE651360-153835",,"Totalfosfor","neutral",0.6662,"12"
"SE651360-153835",,"pH","neutral",0.2162,"12"
"SE651360-153835",,"Temperatur - vår","neutral",0.0641,"12"
"SE637535-164346",,"Brunhet","neutral",0.6986,"12"
"SE637535-164346",,"Alkalinitet","neutral",0.1636,"12"
"SE637535-164346",,"Konduktivitet","neutral",0.0519,"12"
"SE637535-164346",,"Oorganiskt kväve","neutral",0.4668,"12"
"SE637535-164346",,"Lättillgänglig fosfor","minskande",0.0208,"12"
"SE637535-164346",,"Sulfat","neutral",0.1373,"12"
"SE637535-164346",,"Kisel","minskande",0.0079,"12"
"SE637535-164346",,"Totalt organiskt kol","neutral",0.5597,"12"
"SE637535-164346",,"Totalkväve","neutral",0.2863,"12"
"SE637535-164346",,"Totalfosfor","neutral",0.0723,"12"
"SE637535-164346",,"pH","neutral",0.4243,"12"
"SE703847-162474",,"Brunhet","neutral",0.5901,"12"
"SE703847-162474",,"Alkalinitet","neutral",0.4231,"12"
"SE703847-162474",,"Konduktivitet","neutral",0.5917,"12"
"SE703847-162474",,"Oorganiskt kväve","minskande",0.039,"12"
"SE703847-162474",,"Lättillgänglig fosfor","minskande",0.0042,"12"
"SE703847-162474",,"Sulfat","neutral",0.735,"12"
"SE703847-162474",,"Kisel","neutral",0.1771,"12"
"SE703847-162474",,"Totalt organiskt kol","neutral",1,"12"
"SE703847-162474",,"Totalkväve","neutral",0.528,"12"
"SE703847-162474",,"Totalfosfor","minskande",0.0285,"12"
"SE703847-162474",,"pH","neutral",0.6546,"12"
"SE703847-162474",,"Temperatur - vår","minskande",0.0417,"12"
"SE631338-129833",,"Brunhet","neutral",0.2075,"12"
"SE631338-129833",,"Alkalinitet","neutral",0.4961,"12"
"SE631338-129833",,"Konduktivitet","neutral",0.4442,"12"
"SE631338-129833",,"Oorganiskt kväve","ökande",0.038,"12"
"SE631338-129833",,"Lättillgänglig fosfor","minskande",0.0047,"12"
"SE631338-129833",,"Sulfat","ökande",0.0257,"12"
"SE631338-129833",,"Kisel","neutral",0.5243,"12"
"SE631338-129833",,"Totalt organiskt kol","neutral",0.3181,"12"
"SE631338-129833",,"Totalkväve","ökande",0.0356,"12"
"SE631338-129833",,"Totalfosfor","neutral",0.1225,"12"
"SE631338-129833",,"pH","neutral",0.9331,"12"
"SE631338-129833",,"Temperatur - vår","neutral",0.4919,"12"
"SE651375-154304",,"Brunhet","neutral",0.1796,"12"
"SE651375-154304",,"Alkalinitet","neutral",0.3619,"12"
"SE651375-154304",,"Konduktivitet","ökande",0.0438,"12"
"SE651375-154304",,"Oorganiskt kväve","neutral",0.4082,"12"
"SE651375-154304",,"Lättillgänglig fosfor","minskande",0.0113,"12"
"SE651375-154304",,"Sulfat","ökande",0.0455,"12"
"SE651375-154304",,"Kisel","minskande",0.0111,"12"
"SE651375-154304",,"Totalt organiskt kol","neutral",0.812,"12"
"SE651375-154304",,"Totalkväve","neutral",0.0786,"12"
"SE651375-154304",,"Totalfosfor","neutral",0.6714,"12"
"SE651375-154304",,"pH","neutral",0.4925,"12"
"SE651375-154304",,"Temperatur - vår","neutral",0.31,"12"
"SE700773-157350",,"Brunhet","neutral",0.3241,"12"
"SE700773-157350",,"Alkalinitet","neutral",0.7417,"12"
"SE700773-157350",,"Konduktivitet","neutral",0.4605,"12"
"SE700773-157350",,"Oorganiskt kväve","minskande",0.0075,"12"
"SE700773-157350",,"Lättillgänglig fosfor","minskande",0.0012,"12"
"SE700773-157350",,"Sulfat","minskande",0.0486,"12"
"SE700773-157350",,"Kisel","neutral",0.3802,"12"
"SE700773-157350",,"Totalt organiskt kol","neutral",0.2111,"12"
"SE700773-157350",,"Totalkväve","minskande",0.0217,"12"
"SE700773-157350",,"Totalfosfor","minskande",0.0404,"12"
"SE700773-157350",,"pH","neutral",0.1022,"12"
"SE700773-157350",,"Temperatur - vår","neutral",0.9284,"12"
"SE651080-124100",,"Brunhet","neutral",0.4244,"12"
"SE651080-124100",,"Alkalinitet","neutral",0.6394,"12"
"SE651080-124100",,"Konduktivitet","neutral",0.6575,"12"
"SE651080-124100",,"Oorganiskt kväve","neutral",0.2935,"12"
"SE651080-124100",,"Lättillgänglig fosfor","minskande",0.013,"12"
"SE651080-124100",,"Sulfat","neutral",0.0729,"12"
"SE651080-124100",,"Kisel","minskande",0.0124,"12"
"SE651080-124100",,"Totalt organiskt kol","neutral",0.6883,"12"
"SE651080-124100",,"Totalkväve","neutral",0.5399,"12"
"SE651080-124100",,"Totalfosfor","neutral",0.7808,"12"
"SE651080-124100",,"pH","neutral",0.5935,"12"
"SE651080-124100",,"Temperatur - vår","neutral",0.7205,"12"
"SE707160-168739",,"Brunhet","neutral",0.9839,"12"
"SE707160-168739",,"Alkalinitet","neutral",0.7482,"12"
"SE707160-168739",,"Konduktivitet","neutral",0.2848,"12"
"SE707160-168739",,"Oorganiskt kväve","neutral",0.0718,"12"
"SE707160-168739",,"Lättillgänglig fosfor","minskande",0.0017,"12"
"SE707160-168739",,"Sulfat","ökande",0.0078,"12"
"SE707160-168739",,"Kisel","minskande",0.0057,"12"
"SE707160-168739",,"Totalt organiskt kol","neutral",0.6209,"12"
"SE707160-168739",,"Totalkväve","neutral",0.1652,"12"
"SE707160-168739",,"Totalfosfor","neutral",0.0762,"12"
"SE707160-168739",,"pH","neutral",0.5707,"12"
"SE707160-168739",,"Temperatur - vår","neutral",0.3336,"12"
"SE648930-125964",,"Brunhet","neutral",0.9786,"12"
"SE648930-125964",,"Alkalinitet","neutral",0.1425,"12"
"SE648930-125964",,"Konduktivitet","neutral",0.4565,"12"
"SE648930-125964",,"Oorganiskt kväve","neutral",0.4008,"12"
"SE648930-125964",,"Lättillgänglig fosfor","minskande",0.008,"12"
"SE648930-125964",,"Sulfat","neutral",0.3941,"12"
"SE648930-125964",,"Kisel","neutral",0.1096,"12"
"SE648930-125964",,"Totalt organiskt kol","neutral",0.6982,"12"
"SE648930-125964",,"Totalkväve","neutral",0.2161,"12"
"SE648930-125964",,"Totalfosfor","neutral",0.4491,"12"
"SE648930-125964",,"pH","neutral",0.0647,"12"
"SE648930-125964",,"Temperatur - vår","neutral",0.7305,"12"
"SE740810-178405",,"Brunhet","neutral",0.6519,"12"
"SE740810-178405",,"Alkalinitet","neutral",0.976,"12"
"SE740810-178405",,"Konduktivitet","neutral",0.9463,"12"
"SE740810-178405",,"Oorganiskt kväve","neutral",0.0542,"12"
"SE740810-178405",,"Lättillgänglig fosfor","minskande",0.0016,"12"
"SE740810-178405",,"Sulfat","neutral",0.9601,"12"
"SE740810-178405",,"Kisel","neutral",0.1025,"12"
"SE740810-178405",,"Totalt organiskt kol","neutral",0.6273,"12"
"SE740810-178405",,"Totalkväve","neutral",0.0874,"12"
"SE740810-178405",,"Totalfosfor","neutral",0.1272,"12"
"SE740810-178405",,"pH","neutral",0.5021,"12"
"SE758793-162214",,"Temperatur - helår","neutral",1,"12"
"SE739283-163835",,"Temperatur - helår","ökande",0.0127,"12"
"SE632033-152167",,"Temperatur - helår","ökande",0.0318,"12"
"SE728070-165120",,"Temperatur - helår","ökande",0.0164,"12"
"SE718265-171875",,"Temperatur - helår","neutral",0.2105,"12"
"SE666881-151821",,"Temperatur - helår","ökande",0.0491,"12"
"SE626878-134788",,"Temperatur - helår","ökande",0.02,"12"
"SE673809-153401",,"Temperatur - helår","neutral",0.8763,"12"
"SE639339-154122",,"Temperatur - helår","ökande",2e-4,"12"
"SE650799-143323",,"Temperatur - helår","neutral",0.675,"12"
"SE641475-147365",,"Temperatur - helår","ökande",6e-4,"12"
"SE647582-127369",,"Temperatur - helår","neutral",0.2296,"12"
"SE671742-158974",,"Temperatur - helår","neutral",0.1926,"12"
"SE632137-147160",,"Temperatur - helår","ökande",0.0164,"12"
"SE683661-156793",,"Temperatur - helår","neutral",0.6312,"12"
"SE641827-139990",,"Temperatur - helår","ökande",0.0293,"12"
"SE633520-153920",,"Temperatur - helår","ökande",0.0075,"12"
"SE653621-125394",,"Temperatur - helår","neutral",0.1524,"12"
"SE720990-147270",,"Temperatur - helår","neutral",0.0763,"12"
